date,temperature,pressure,pattern,wind_speed,wind_degree
2015-10-17,58.46,0,0,3.7,0
2015-10-18,61.88,0,0,3.8,0
2015-10-19,60.620000000000005,0,0,4.3,0
2015-10-20,57.74,0,0,6.1,0
2015-10-21,47.120000000000005,0,0,6.0,0
2015-10-22,44.96,0,0,2.2,0
2015-10-23,48.2,0,0,3.2,0
2015-10-24,48.379999999999995,0,0,4.3,0
2015-10-25,52.16,0,0,4.4,0
2015-10-26,53.6,0,0,4.1,0
2015-10-27,49.28,0,0,9.6,0
2015-10-28,44.24,0,0,4.7,0
2015-10-29,44.24,0,0,3.1,0
2015-10-30,43.34,0,0,2.2,0
2015-10-31,54.14,0,0,11.0,0
2015-11-01,60.26,0,0,6.7,0
2015-11-02,54.32,0,0,4.9,0
2015-11-03,0,0,0,0,0
2015-11-04,47.66,0,0,8.2,0
2015-11-05,39.38,0,0,5.3,0
2015-11-06,36.86,0,0,7.2,0
2015-11-07,37.94,0,0,1.6,0
2015-11-08,45.14,0,0,3.2,0
2015-11-09,45.32,0,0,6.0,0
2015-11-10,45.68,0,0,10.9,0
2015-11-11,38.84,0,0,12.7,0
2015-11-12,39.56,0,0,7.2,0
2015-11-13,39.2,0,0,4.1,0
2015-11-14,45.86,0,0,3.1,0
2015-11-15,47.120000000000005,0,0,3.8,0
2015-11-16,39.56,0,0,8.2,0
2015-11-17,0,0,0,0,0
2015-11-18,0,0,0,0,0
2015-11-19,34.7,0,0,3.9,0
2015-11-20,38.3,0,0,15.5,0
2015-11-21,31.46,0,0,10.8,0
2015-11-22,0,0,0,0,0
2015-11-23,42.980000000000004,0,0,4.0,0
2015-11-24,45.86,0,0,4.4,0
2015-11-25,34.88,0,0,8.9,0
2015-11-26,22.64,0,0,9.3,34.0
2015-11-27,17.06,0,0,3.5,0
2015-11-28,19.759999999999998,0,0,2.8,0
2015-11-29,23.54,0,0,2.2,0
2015-11-30,26.78,0,0,3.7,0
2015-12-01,35.6,0,0,13.8,259.0
2015-12-02,35.06,0,0,3.1,0
2015-12-03,38.12,0,0,6.0,0
2015-12-04,37.04,0,0,3.2,0
2015-12-05,38.3,0,0,6.5,0
2015-12-06,39.56,0,0,6.9,0
2015-12-07,48.92,0,0,7.2,0
2015-12-08,52.879999999999995,0,0,24.4,0
2015-12-09,0,0,0,0,0
2015-12-10,53.6,0,0,15.2,0
2015-12-11,44.96,0,0,13.6,0
2015-12-12,31.64,0,0,5.1,0
2015-12-13,30.74,0,0,2.0,0
2015-12-14,32.54,0,0,4.8,0
2015-12-15,24.62,0,0,11.4,0
2015-12-16,25.52,0,0,4.8,0
2015-12-17,17.06,0,0,4.8,0
2015-12-18,0,0,0,0,0
2015-12-19,34.34,0,0,3.8,0
2015-12-20,36.32,0,0,7.7,0
2015-12-21,34.7,0,0,7.1,0
2015-12-22,40.46,0,0,15.3,0
2015-12-23,0,0,0,0,0
2015-12-24,30.02,0,0,17.4,0
2015-12-25,24.259999999999998,0,0,3.5,0
2015-12-26,20.479999999999997,0,0,5.8,0
2015-12-27,15.620000000000001,0,0,2.1,0
2015-12-28,16.159999999999997,0,0,1.8,0
2015-12-29,18.32,0,0,4.5,0
2015-12-30,17.6,0,0,1.8,0
2015-12-31,0,0,0,0,0
2016-01-01,21.740000000000002,0,0,4.0,0
2016-01-02,30.2,0,0,1.6,0
2016-01-03,32.36,0,0,3.0,0
2016-01-04,31.1,0,0,1.5,0
2016-01-05,35.6,0,0,2.7,0
2016-01-06,34.34,0,0,2.5,0
2016-01-07,33.98,0,0,2.7,0
2016-01-08,26.78,0,0,6.1,0
2016-01-09,0,0,0,0,0
2016-01-10,0,0,0,0,0
2016-01-11,24.62,0,0,3.7,0
2016-01-12,0,0,0,0,0
2016-01-13,37.4,0,0,4.2,0
2016-01-14,41.0,0,0,20.7,261.0
2016-01-15,29.84,0,0,5.3,0
2016-01-16,27.5,0,0,7.7,0
2016-01-17,24.98,0,0,4.3,0
2016-01-18,35.42,0,0,9.2,0
2016-01-19,36.5,0,0,6.6,0
2016-01-20,38.84,0,0,16.2,0
2016-01-21,35.6,0,0,8.3,0
2016-01-22,34.88,0,0,2.8,0
2016-01-23,0,0,0,0,0
2016-01-24,36.5,0,0,5.0,0
2016-01-25,32.36,0,0,4.3,0
2016-01-26,29.12,0,0,3.3,0
2016-01-27,37.4,0,0,4.6,0
2016-01-28,43.16,0,0,5.4,0
2016-01-29,47.3,0,0,14.3,0
2016-01-30,41.54,0,0,9.7,0
2016-01-31,30.56,0,0,5.2,0
2016-02-01,27.32,0,0,7.9,0
2016-02-02,22.82,0,0,9.5,0
2016-02-03,21.92,0,0,11.1,0
2016-02-04,26.060000000000002,0,0,6.3,0
2016-02-05,29.48,0,0,5.8,0
2016-02-06,35.42,0,0,8.9,0
2016-02-07,36.32,0,0,14.3,0
2016-02-08,32.36,0,0,4.1,0
2016-02-09,41.0,0,0,4.7,0
2016-02-10,0,0,0,0,0
2016-02-11,52.519999999999996,0,0,15.8,0
2016-02-12,40.1,0,0,4.6,0
2016-02-13,42.620000000000005,0,0,16.5,0
2016-02-14,44.06,0,0,17.0,0
2016-02-15,49.64,0,0,19.6,0
2016-02-16,46.58,0,0,13.2,0
2016-02-17,45.5,0,0,3.9,0
2016-02-18,53.42,0,0,18.7,0
2016-02-19,51.980000000000004,0,0,20.6,0
2016-02-20,48.92,0,0,10.7,0
2016-02-21,37.94,0,0,10.3,0
2016-02-22,35.78,0,0,7.0,0
2016-02-23,33.44,0,0,5.8,0
2016-02-24,37.58,0,0,8.1,0
2016-02-25,0,0,0,0,0
2016-02-26,44.96,0,0,5.5,0
2016-02-27,51.44,0,0,9.4,0
2016-02-28,51.620000000000005,0,0,13.5,0
