2022-07-21,87.64,1010,few clouds,4,287
2022-07-21,84.2,1019.0,Partly cloudy,24.2,260
2022-07-21,78.64,1008,few clouds,1.99,264
2022-07-21,84.9,1017.0,Partly cloudy,10.5,220
