2022-07-21,79.3,1015,clear sky,11.5,250
2022-07-21,87.8,1017.0,Sunny,11.9,250
2022-07-21,72.14,1017,clear sky,11.99,235
2022-07-21,82.4,1017.0,Clear,10.5,240
